Epoch,Step,Loss,Accuracy,Validation Accuracy
3,1970,2.7776,0.3750,01:05:31
3,1980,3.0862,0.2500,00:13:34
3,1990,3.3126,0.1875,00:24:38
3,2000,3.0768,0.2188,01:05:40
3,2010,2.9602,0.1562,23:39:34
3,2020,3.1535,0.1250,02:25:12
3,2030,3.0524,0.1875,01:47:16
3,2040,2.8880,0.0625,00:40:52
3,2050,2.3723,0.4375,01:41:38
3,2060,3.0002,0.2812,00:05:17
3,2070,2.8482,0.3438,01:34:13
3,2080,3.3452,0.1875,23:21:42
3,2090,3.2387,0.2500,01:50:48
3,2100,3.4604,0.1875,01:38:03
3,2110,3.4877,0.0625,00:47:23
3,2120,3.5667,0.1250,01:27:50
3,2130,3.4603,0.1875,23:53:25
3,2140,3.1748,0.1875,00:29:23
3,2150,3.5322,0.3125,02:55:26
3,2160,3.8761,0.0625,02:18:39
3,2170,3.8668,0.0312,00:53:10
3,2180,3.5854,0.1562,23:20:28
3,2190,3.8600,0.1250,01:25:21
3,2200,3.9162,0.0938,00:19:09
3,2210,3.8821,0.1562,00:54:33
3,2220,3.8061,0.0625,23:41:43
3,2230,3.8949,0.1875,00:55:01
3,2240,4.1047,0.1562,00:12:51
3,2250,4.1798,0.1250,01:04:05
3,2260,4.1661,0.1250,22:08:46
3,2270,4.2136,0.0625,01:47:30
3,2280,4.2104,0.0625,00:06:16
3,2290,4.2090,0.0938,01:08:59
3,2300,4.4288,0.0000,02:38:37
3,2310,4.4762,0.0000,01:53:40
3,2320,4.6033,0.0000,10:04:25
3,2330,4.3509,0.0625,00:38:32
3,2340,4.1576,0.0312,10:39:23
3,2350,4.1450,0.0312,23:34:06
3,2360,3.7480,0.1562,23:09:44
Epoch 3, Average Loss: 2.9677, Average Accuracy: 0.2225 (22.25%), Validation Accuracy: 0.0110
