Epoch,Step,Loss,Accuracy,Validation Accuracy
2,410,2.7436,0.2188,07:31:39
2,420,2.5790,0.2812,06:29:08
2,430,3.1313,0.1875,05:39:29
2,440,2.5645,0.2188,05:28:01
2,450,2.8765,0.2812,05:38:27
2,460,2.2337,0.3438,03:46:09
2,470,2.8280,0.1875,04:38:09
2,480,2.3480,0.2500,07:47:07
2,490,2.2701,0.3438,06:09:11
2,500,2.7564,0.3438,03:53:14
2,510,2.2441,0.4062,05:33:52
2,520,3.0256,0.3125,05:47:06
2,530,3.1091,0.1250,06:38:35
2,540,2.7499,0.2500,16:09:21
2,550,2.4820,0.1875,08:10:50
2,560,2.9713,0.3125,04:14:12
2,570,2.5377,0.4688,05:36:42
2,580,2.3754,0.3750,05:11:45
2,590,2.8213,0.2188,08:52:55
2,600,2.8453,0.1875,04:52:56
2,610,2.7771,0.2188,05:04:52
2,620,2.4857,0.3438,06:41:38
2,630,2.8812,0.3125,05:12:24
2,640,3.0548,0.2188,12:16:08
2,650,2.7096,0.3125,04:23:45
2,660,2.9952,0.2812,03:54:33
2,670,2.6820,0.3438,10:58:40
2,680,3.7438,0.2188,10:30:55
2,690,2.9848,0.2500,09:51:10
2,700,2.9560,0.2500,08:22:02
2,710,3.1148,0.3125,09:33:51
2,720,2.6514,0.3750,10:55:13
2,730,3.4482,0.1562,12:20:18
2,740,2.4438,0.3438,08:10:43
2,750,2.8217,0.3438,09:49:06
2,760,3.3187,0.1562,08:20:28
2,770,2.5233,0.4062,08:13:08
2,780,2.0243,0.5625,10:46:42
2,790,2.1980,0.3438,11:30:28
2,800,3.3133,0.2500,09:25:08
2,810,2.8946,0.4062,10:02:49
2,820,2.2921,0.3438,08:53:42
2,830,3.3422,0.1562,10:17:38
2,840,2.8535,0.3125,13:46:09
2,850,2.7550,0.3438,10:55:44
2,860,3.0690,0.2188,12:33:29
2,870,3.4725,0.1562,09:44:02
2,880,2.8695,0.2188,09:59:12
2,890,3.2087,0.2500,07:48:00
2,900,3.1498,0.3750,10:24:45
2,910,3.0375,0.2500,07:12:15
2,920,3.1087,0.2188,10:39:46
2,930,3.3699,0.1875,09:17:18
2,940,3.1082,0.2812,06:59:21
2,950,3.3084,0.1875,05:52:21
2,960,3.4264,0.1250,03:53:38
2,970,3.1028,0.1875,07:10:24
2,980,3.1309,0.2188,08:24:59
2,990,3.3686,0.1562,04:40:08
2,1000,3.1295,0.0938,05:18:14
2,1010,3.1454,0.1875,03:03:01
2,1020,3.5676,0.2188,10:57:59
2,1030,3.1466,0.2500,04:00:53
2,1040,3.3086,0.1562,05:24:17
2,1050,2.9095,0.3125,04:15:06
2,1060,3.1495,0.3438,12:43:25
2,1070,2.9681,0.2500,11:19:18
2,1080,3.6006,0.2188,03:40:41
2,1090,3.3478,0.1250,06:58:34
2,1100,3.3959,0.1250,05:09:37
2,1110,3.3544,0.2812,02:52:22
2,1120,3.6162,0.2812,03:23:25
2,1130,3.2639,0.2500,03:04:33
2,1140,3.4976,0.1250,04:32:05
2,1150,3.7012,0.1562,09:08:31
2,1160,3.5650,0.2500,11:31:36
2,1170,3.6831,0.1875,07:15:11
2,1180,3.4631,0.1875,10:20:27
2,1190,3.9438,0.0938,02:29:05
2,1200,4.3162,0.1875,05:53:35
2,1210,3.8078,0.1562,05:52:24
2,1220,3.3750,0.1562,08:50:06
2,1230,2.9485,0.3125,04:08:57
2,1240,3.3138,0.1250,03:30:22
2,1250,3.5809,0.2500,05:20:58
2,1260,3.3419,0.2188,04:53:47
2,1270,4.0342,0.1250,10:37:03
2,1280,3.5719,0.1562,03:12:59
2,1290,3.7154,0.1875,03:23:10
2,1300,3.3842,0.2500,10:32:36
2,1310,3.5866,0.1875,10:21:01
2,1320,3.8517,0.0625,10:00:50
2,1330,3.8138,0.0625,03:14:23
2,1340,3.1505,0.1875,06:22:27
2,1350,3.3507,0.1875,03:27:11
2,1360,3.0789,0.1875,06:46:14
2,1370,2.9005,0.2500,07:27:26
2,1380,3.2339,0.1875,08:11:19
2,1390,3.4266,0.3438,05:50:36
2,1400,4.1152,0.1875,06:43:43
2,1410,4.0834,0.0625,10:26:43
2,1420,3.4346,0.2812,04:50:15
2,1430,3.9439,0.0938,05:42:22
2,1440,4.0160,0.0625,07:34:10
2,1450,3.9553,0.1562,06:36:36
2,1460,3.8212,0.2812,03:13:49
2,1470,4.1506,0.1875,04:27:49
2,1480,4.5590,0.2188,05:02:09
2,1490,4.3002,0.0938,05:57:59
2,1500,4.2704,0.0000,06:39:58
2,1510,3.9082,0.0000,11:48:29
2,1520,4.1032,0.0625,05:45:20
2,1530,4.0994,0.0938,05:22:29
2,1540,4.1057,0.1875,10:57:04
2,1550,4.4703,0.1250,05:50:06
2,1560,4.2943,0.1250,09:38:30
2,1570,4.2266,0.1250,03:25:47
2,1580,4.2759,0.0625,05:20:17
2,1590,3.7322,0.2188,12:19:52
2,1600,3.6495,0.2188,07:54:56
2,1610,3.8485,0.2188,05:15:20
2,1620,4.3801,0.1250,03:23:28
2,1630,4.2206,0.2188,05:08:28
2,1640,3.8285,0.1875,05:26:41
2,1650,3.8988,0.1562,07:02:28
2,1660,3.9669,0.0938,09:10:19
2,1670,3.9452,0.0625,01:59:56
2,1680,4.5419,0.0625,04:42:18
2,1690,4.0459,0.1562,11:29:03
2,1700,3.8431,0.0625,03:00:13
2,1710,3.7865,0.3125,06:05:30
2,1720,3.7877,0.2812,04:53:54
2,1730,4.1741,0.2188,01:48:37
2,1740,4.0505,0.1562,07:32:22
2,1750,3.8009,0.2500,11:18:49
2,1760,3.8390,0.1250,02:50:20
2,1770,4.0405,0.0000,04:03:46
2,1780,3.9769,0.0625,03:00:19
2,1790,4.1977,0.0625,05:52:40
2,1800,4.1187,0.1875,08:48:01
2,1810,4.1727,0.0625,09:25:29
2,1820,3.9673,0.1875,01:37:08
2,1830,4.0849,0.0938,01:44:49
2,1840,3.9338,0.0312,06:40:47
2,1850,4.0546,0.0938,04:33:18
2,1860,4.6580,0.0312,05:38:55
2,1870,4.5955,0.0625,03:24:26
2,1880,4.7546,0.0312,06:17:00
2,1890,4.5141,0.1250,06:34:37
2,1900,4.4796,0.0625,13:29:55
2,1910,4.3524,0.0000,10:14:56
2,1920,4.2623,0.0312,03:07:53
2,1930,4.3586,0.1250,05:46:57
2,1940,4.3796,0.0938,06:33:07
2,1950,4.3034,0.1875,04:32:48
2,1960,4.3949,0.0625,05:52:54
2,1970,4.3119,0.1250,04:41:50
2,1980,4.6553,0.0625,04:43:17
2,1990,4.9259,0.0312,07:33:02
2,2000,4.4463,0.0938,10:05:05
2,2010,4.7460,0.1250,07:47:14
2,2020,4.5514,0.0938,04:52:27
2,2030,4.4081,0.0000,11:07:33
2,2040,4.3966,0.0312,16:40:24
2,2050,4.3598,0.0312,05:20:18
2,2060,4.5859,0.0000,02:31:55
2,2070,4.5075,0.0000,04:42:46
2,2080,4.3318,0.0000,05:48:52
2,2090,4.5264,0.0000,07:07:56
2,2100,4.3959,0.0000,01:13:36
2,2110,4.3505,0.0000,04:02:47
2,2120,4.4508,0.0000,04:21:12
2,2130,4.3904,0.0312,06:31:18
2,2140,4.5540,0.0312,07:51:25
2,2150,4.2622,0.0625,04:22:34
2,2160,4.5463,0.0625,03:12:47
2,2170,4.9125,0.0312,07:03:15
2,2180,4.9762,0.0312,07:18:56
2,2190,5.0234,0.0312,07:12:34
2,2200,4.8995,0.0625,02:24:15
2,2210,4.9615,0.0000,03:45:13
2,2220,4.8757,0.0000,07:35:52
2,2230,4.8885,0.0000,01:56:49
2,2240,4.7802,0.0000,03:06:27
2,2250,4.7433,0.0000,02:29:35
2,2260,4.7668,0.0000,02:19:13
2,2270,4.7606,0.0000,03:42:48
2,2280,4.7631,0.0000,15:48:26
2,2290,4.7283,0.0000,11:14:18
2,2300,4.7543,0.0000,02:41:08
2,2310,4.7346,0.0000,02:08:11
2,2320,4.7155,0.0000,05:05:15
2,2330,4.7320,0.0000,06:34:42
2,2340,4.6777,0.0000,02:09:38
2,2350,4.6733,0.0000,02:59:07
2,2360,4.6502,0.0000,02:10:46
Epoch 2, Average Loss: 3.6476, Validation Accuracy: 0.0101
3,0,4.6214,0.0625,15:01:37
3,10,4.6212,0.1250,07:07:30
3,20,4.5733,0.1250,01:33:03
3,30,4.5520,0.0938,02:57:47
3,40,4.5110,0.1562,03:14:02
3,50,4.4427,0.1562,03:02:19
3,60,4.3418,0.1562,10:14:13
3,70,4.2351,0.1250,06:39:39
3,80,4.0065,0.0938,01:16:02
3,90,3.6622,0.1562,02:27:48
3,100,3.4489,0.1250,04:34:05
3,110,3.2731,0.1875,06:47:51
3,120,2.9786,0.1250,03:12:33
3,130,3.1593,0.2812,04:09:27
3,140,2.1308,0.4062,03:09:14
3,150,2.7868,0.1875,05:54:47
3,160,2.5544,0.3125,09:50:59
3,170,2.5261,0.3438,05:08:19
3,180,2.4683,0.2812,01:37:38
3,190,2.5678,0.2812,02:44:12
3,200,2.4527,0.2812,09:00:44
3,210,2.5760,0.2812,11:35:07
3,220,3.0543,0.0938,05:07:08
3,230,3.0167,0.2500,08:32:33
3,240,2.7954,0.2500,02:02:13
3,250,2.4801,0.1562,04:33:27
3,260,2.9561,0.1562,02:57:41
3,270,2.3332,0.1562,06:33:25
3,280,2.2908,0.5000,07:16:00
3,290,2.3640,0.2812,03:02:28
3,300,2.3775,0.5000,01:52:40
3,310,2.7611,0.2500,14:15:34
3,320,2.0755,0.3125,06:23:35
3,330,2.4087,0.2812,03:42:04
3,340,2.7445,0.1250,05:51:34
3,350,2.8933,0.1250,05:45:28
3,360,1.9859,0.4375,04:50:26
3,370,2.2586,0.3125,00:47:48
3,380,2.2926,0.4375,03:21:37
3,390,2.2090,0.1562,04:11:08
3,400,2.2542,0.2812,05:42:25
3,410,1.8351,0.5312,07:59:14
3,420,2.3497,0.3125,01:14:47
3,430,2.5431,0.1875,02:12:19
3,440,1.8295,0.3125,04:02:10
3,450,2.1495,0.4688,05:44:43
3,460,2.4049,0.3750,12:03:26
3,470,3.2167,0.2500,03:56:06
3,480,2.3699,0.3125,02:19:47
3,490,2.2631,0.3125,03:18:11
3,500,2.4891,0.3438,08:48:38
3,510,2.3002,0.1562,08:43:56
3,520,2.8504,0.2188,09:14:58
3,530,2.6903,0.2812,07:39:55
3,540,2.3138,0.2500,07:42:51
3,550,2.2482,0.3750,06:43:40
3,560,2.6755,0.3125,08:29:49
3,570,2.9068,0.3125,09:14:06
3,580,2.6694,0.2500,05:45:18
3,590,2.2895,0.3125,07:21:38
3,600,1.9591,0.2188,07:09:02
3,610,2.2793,0.3125,07:06:21
3,620,2.3613,0.2812,07:28:47
3,630,2.3722,0.4688,06:36:13
3,640,2.2241,0.2188,07:49:29
3,650,2.2297,0.3125,07:55:04
3,660,2.5852,0.1875,07:06:44
3,670,2.3384,0.3438,07:41:16
3,680,2.6609,0.2812,07:56:13
3,690,2.6417,0.1562,06:32:09
3,700,2.4563,0.3125,07:04:23
3,710,2.4004,0.3125,06:02:52
3,720,2.6928,0.2188,06:08:51
3,730,2.4116,0.4062,07:35:47
3,740,2.0389,0.2500,09:28:34
3,750,2.6056,0.3438,06:28:24
3,760,2.8264,0.1875,07:35:56
3,770,1.9486,0.5000,02:52:24
3,780,2.6264,0.2500,12:27:58
3,790,2.1509,0.4375,03:23:40
3,800,3.1042,0.2812,03:34:49
3,810,2.2850,0.4375,00:39:27
3,820,2.5260,0.2812,08:25:38
3,830,2.1560,0.4062,04:27:52
3,840,2.6479,0.2812,02:17:20
3,850,2.4513,0.2812,01:50:52
3,860,2.1804,0.3125,02:46:31
3,870,2.4492,0.3125,03:25:13
3,880,2.3542,0.2812,08:11:50
3,890,2.8873,0.2812,02:23:56
3,900,2.3811,0.4062,00:36:40
3,910,2.5681,0.1250,05:14:19
3,920,2.8254,0.3438,08:33:27
3,930,2.4460,0.2500,04:42:53
3,940,2.7193,0.2500,03:00:23
3,950,2.7768,0.1875,02:52:15
3,960,2.4545,0.3125,04:13:30
3,970,2.4906,0.2188,01:59:14
3,980,2.0798,0.2812,01:04:00
3,990,2.8810,0.2188,07:11:20
3,1000,2.4611,0.2500,01:04:37
3,1010,2.7301,0.3125,02:21:57
3,1020,2.6247,0.2188,07:56:06
3,1030,2.4209,0.3750,11:51:26
3,1040,2.5288,0.2500,03:37:29
3,1050,2.5506,0.3125,02:43:20
3,1060,2.9308,0.3125,03:38:55
3,1070,2.7105,0.2500,06:06:08
3,1080,2.6193,0.3125,02:16:03
3,1090,2.5631,0.2812,01:25:03
3,1100,2.4836,0.2812,02:25:06
3,1110,2.5131,0.2812,04:53:00
3,1120,3.2411,0.1875,06:22:06
3,1130,2.5428,0.2812,06:47:38
3,1140,2.6528,0.1875,02:39:39
3,1150,2.7252,0.2812,02:42:17
3,1160,2.7068,0.2812,00:10:57
3,1170,2.5828,0.2500,02:39:08
3,1180,3.1253,0.2500,02:13:03
3,1190,3.6750,0.1562,23:54:54
3,1200,2.9291,0.2500,04:20:50
3,1210,2.7013,0.2812,00:34:50
3,1220,2.7194,0.3438,01:26:31
3,1230,2.7248,0.2812,02:19:20
3,1240,2.8296,0.1250,05:30:02
3,1250,3.0765,0.0625,01:46:17
3,1260,2.6171,0.2188,04:07:22
3,1270,2.7988,0.2500,09:00:48
3,1280,2.9253,0.2812,03:04:08
3,1290,2.7608,0.2188,04:04:03
3,1300,2.7712,0.1250,02:22:10
3,1310,2.8768,0.2188,03:00:04
3,1320,2.8999,0.2188,01:55:55
3,1330,2.4902,0.2188,04:26:41
3,1340,2.6698,0.3438,02:52:42
3,1350,2.8229,0.2500,02:15:22
3,1360,2.7358,0.2812,02:21:14
3,1370,2.9382,0.1875,01:36:04
3,1380,2.9262,0.2188,01:57:18
3,1390,2.7463,0.2500,01:11:23
3,1400,3.0280,0.2188,00:23:37
3,1410,2.8435,0.2812,06:35:26
3,1420,2.6635,0.3125,02:12:54
3,1430,2.6805,0.2188,02:24:25
3,1440,2.7145,0.2188,01:37:39
3,1450,2.7167,0.3750,02:35:36
3,1460,3.0731,0.1562,01:49:23
3,1470,2.8824,0.1250,03:11:02
3,1480,3.0494,0.1562,05:17:38
3,1490,3.1231,0.1250,23:36:17
3,1500,2.7945,0.1562,01:24:42
3,1510,2.8528,0.0938,03:05:53
3,1520,3.3177,0.2812,07:55:50
3,1530,3.4008,0.3125,06:16:20
3,1540,3.1170,0.2812,04:45:18
3,1550,3.2480,0.2812,05:26:10
3,1560,3.1816,0.1562,08:45:18
3,1570,2.8342,0.2500,03:33:28
3,1580,2.8930,0.3125,02:59:41
3,1590,3.1243,0.2500,04:41:57
3,1600,2.7091,0.2188,03:46:29
3,1610,2.2316,0.5312,04:38:01
3,1620,3.4595,0.2500,02:36:07
3,1630,2.6855,0.3438,09:02:52
3,1640,3.0829,0.2188,01:03:46
3,1650,2.8582,0.3750,23:58:29
3,1660,3.1798,0.2812,07:04:55
3,1670,2.8332,0.3438,01:10:34
3,1680,3.3295,0.2188,01:25:51
3,1690,3.2490,0.2188,04:10:36
3,1700,2.5652,0.1875,03:08:54
3,1710,2.5490,0.4688,07:51:55
3,1720,3.3164,0.2812,03:05:08
3,1730,3.4864,0.1250,02:11:51
3,1740,3.4018,0.1875,02:24:41
3,1750,3.1422,0.2812,03:27:09
3,1760,3.6877,0.2188,05:19:38
3,1770,3.0568,0.1875,04:50:59
3,1780,3.0875,0.3125,01:43:34
3,1790,3.3801,0.2500,03:25:38
3,1800,3.3717,0.2188,07:23:31
3,1810,3.8405,0.1562,01:02:44
3,1820,3.4638,0.1250,23:20:44
3,1830,3.4451,0.0625,02:07:26
3,1840,3.7333,0.1875,05:14:56
3,1850,3.3723,0.2500,00:08:36
3,1860,3.7419,0.2188,01:49:39
3,1870,3.9086,0.1250,05:02:36
3,1880,4.5365,0.0312,02:47:02
3,1890,4.1538,0.0625,04:18:31
3,1900,3.7835,0.0938,05:54:01
3,1910,3.1526,0.1875,04:00:25
3,1920,2.9476,0.4375,02:29:07
3,1930,3.9077,0.0938,23:33:35
3,1940,3.5418,0.2812,04:02:12
3,1950,3.1919,0.1875,04:22:05
3,1960,3.1599,0.0938,22:16:56
3,1970,3.4801,0.2188,01:07:10
3,1980,4.0573,0.1875,02:21:59
