Epoch,Step,Loss,Accuracy,Validation Accuracy
3,1990,3.8856,0.2500,05:54:58
3,2000,4.4524,0.0312,01:46:59
3,2010,3.6626,0.2500,02:27:10
3,2020,4.3466,0.0312,02:11:35
3,2030,3.7717,0.0625,23:16:49
3,2040,4.1910,0.0938,05:37:43
3,2050,3.8778,0.1250,01:50:46
3,2060,4.0943,0.1875,21:02:54
3,2070,3.9386,0.0938,05:48:54
3,2080,3.7753,0.0625,04:44:35
3,2090,3.3524,0.1875,23:25:09
3,2100,3.8624,0.1875,02:52:34
3,2110,3.5924,0.1562,04:52:07
3,2120,3.7933,0.1250,01:34:55
3,2130,3.4478,0.0312,01:39:03
3,2140,3.8442,0.0625,03:36:09
3,2150,3.9884,0.1562,03:26:39
3,2160,4.0280,0.2188,01:14:50
3,2170,4.7451,0.1250,04:42:29
3,2180,4.6476,0.0938,13:45:36
3,2190,4.7674,0.1250,05:24:31
3,2200,4.9525,0.0938,03:58:42
3,2210,4.9988,0.0000,04:20:05
3,2220,4.5689,0.0312,03:37:06
3,2230,4.9816,0.0000,04:55:41
3,2240,4.8467,0.0312,08:36:51
3,2250,4.7066,0.0000,02:56:54
3,2260,4.5762,0.0000,00:06:26
3,2270,4.4572,0.0000,01:46:02
3,2280,4.5789,0.0000,05:24:54
3,2290,4.6892,0.0000,01:29:00
3,2300,4.7233,0.0000,02:30:49
3,2310,4.7607,0.0000,06:13:28
3,2320,4.6543,0.0000,02:11:19
3,2330,4.6107,0.0000,01:47:57
3,2340,4.5256,0.0000,01:20:53
3,2350,4.4706,0.0000,23:36:56
3,2360,4.3700,0.0000,00:59:51
Epoch 3, Average Loss: 3.0754, Validation Accuracy: 0.0121
4,0,4.7566,0.0000,04:38:31
4,10,4.6135,0.0000,03:30:25
4,20,4.4623,0.0000,03:40:02
