Epoch,Step,Loss,Accuracy,Validation Accuracy
1,1910,5.2546,0.0000
1,1920,5.4952,0.0625
1,1930,5.7632,0.0000
1,1940,4.8319,0.0312
1,1950,4.4505,0.0312
1,1960,4.1764,0.0000
1,1970,3.8724,0.1875
1,1980,4.2409,0.1562
1,1990,3.9536,0.2188
1,2000,4.1775,0.1562
1,2010,4.1282,0.1562
1,2020,4.4587,0.1250
1,2030,4.6818,0.0938
1,2040,4.6575,0.0938
1,2050,4.4499,0.0312
1,2060,4.1132,0.0938
1,2070,4.1656,0.0625
1,2080,4.4493,0.0938
1,2090,4.1381,0.0625
1,2100,3.7521,0.0938
1,2110,3.6879,0.0938
1,2120,3.8828,0.0625
1,2130,3.7556,0.1250
1,2140,3.9067,0.0625
1,2150,3.7119,0.0625
1,2160,4.7876,0.0625
1,2170,4.2795,0.0938
1,2180,4.6362,0.0625
1,2190,4.1268,0.1875
1,2200,4.3027,0.0625
1,2210,4.5095,0.1250
1,2220,4.3144,0.0938
1,2230,4.6375,0.0312
1,2240,4.3023,0.0625
1,2250,4.5259,0.0000
1,2260,4.4838,0.0312
1,2270,4.3384,0.0625
1,2280,4.7021,0.0625
1,2290,4.8237,0.0625
1,2300,4.7462,0.1250
1,2310,4.7356,0.0625
1,2320,4.4016,0.0625
1,2330,4.0569,0.0938
1,2340,3.8798,0.0625
1,2350,3.6017,0.1250
1,2360,3.1726,0.3750
1,2367,3.8187,0.3333,0.0211
