Epoch,Step,Loss,Accuracy,Validation Accuracy
1,0,4.5061,0.0312
1,10,3.5599,0.3438
1,20,3.0918,0.3750
1,30,3.2973,0.4375
1,40,3.0873,0.2500
1,50,3.8260,0.1562
1,60,3.2083,0.2188
1,70,3.2051,0.2500
1,80,3.0563,0.3125
1,90,3.5231,0.1875
1,100,3.4504,0.1562
1,110,3.4756,0.3438
1,120,3.5252,0.1250
1,130,2.7068,0.2188
1,140,3.0269,0.2500
1,150,3.7629,0.4375
1,160,3.1698,0.4062
1,170,3.6907,0.2812
1,180,2.8804,0.4062
1,190,3.1978,0.1562
1,200,3.2515,0.2188
1,210,2.8171,0.2812
1,220,2.8443,0.1875
1,230,2.9737,0.2188
1,240,3.5502,0.2812
1,250,3.9678,0.2812
1,260,3.3958,0.2188
1,270,3.9063,0.0938
1,280,4.3076,0.0000
1,290,4.1704,0.1250
1,300,3.5638,0.2500
1,310,3.6403,0.1562
1,320,2.7283,0.2812
1,330,3.1536,0.1875
1,340,2.8811,0.3438
1,350,2.6730,0.3438
1,360,2.8923,0.3125
1,370,2.7511,0.2812
1,380,3.6837,0.2812
1,390,4.1737,0.2500
1,400,4.0353,0.1875
1,410,3.7450,0.0625
1,420,3.9250,0.1250
1,430,4.7050,0.1250
1,440,4.6849,0.1875
1,450,4.3527,0.1875
1,460,4.0658,0.0938
1,470,3.8875,0.0625
1,480,3.3862,0.1562
1,490,2.8675,0.1875
1,500,3.1796,0.3125
1,510,2.9830,0.4375
1,520,3.5636,0.3125
1,530,3.9450,0.1562
1,540,3.7485,0.2812
1,550,4.4703,0.0625
1,560,3.8946,0.1562
1,570,3.8857,0.1562
1,580,3.4791,0.2812
1,590,3.1951,0.2812
1,600,2.6150,0.3750
1,610,2.8797,0.2500
1,620,3.1639,0.0938
1,630,3.5039,0.1562
1,640,3.5792,0.0625
1,650,3.5240,0.1875
1,660,3.4413,0.2812
1,670,3.5267,0.1875
1,680,3.1886,0.2812
1,690,3.7042,0.3438
1,700,4.3491,0.2500
1,710,3.4602,0.2500
1,720,3.8718,0.0938
1,730,3.9403,0.1250
1,740,3.5635,0.2500
1,750,3.3824,0.2500
1,760,4.1287,0.1875
1,770,4.2774,0.2500
1,780,3.8457,0.1875
1,790,3.5627,0.1562
1,800,4.3961,0.0938
1,810,3.7044,0.2188
1,820,3.1477,0.2812
1,830,2.7063,0.3125
1,840,3.6056,0.2812
1,850,3.2731,0.5312
1,860,3.7404,0.2500
1,870,3.9629,0.1250
1,880,3.7104,0.2500
1,890,2.9955,0.1875
1,900,3.1562,0.1875
1,910,3.2445,0.1875
1,920,3.5048,0.1562
1,930,3.0698,0.1875
1,940,3.2220,0.1875
1,950,3.5258,0.0938
1,960,3.2045,0.2188
1,970,2.9226,0.2500
1,980,3.9292,0.2500
1,990,4.2470,0.1562
1,1000,3.9127,0.2188
1,1010,3.1988,0.3125
1,1020,3.9828,0.0625
