Epoch,Step,Loss,Accuracy,Validation Accuracy
3,1010,2.7727,0.2188,00:09:48
3,1020,2.7359,0.2812,23:25:41
3,1030,2.3874,0.3750,22:20:16
3,1040,2.3447,0.2812,23:01:05
3,1050,2.2853,0.4375,00:20:17
3,1060,2.4410,0.3125,23:19:31
3,1070,2.1057,0.3125,01:02:12
3,1080,2.3441,0.4375,23:39:23
3,1090,2.5103,0.3438,23:47:44
3,1100,2.1718,0.4375,00:24:10
3,1110,2.4152,0.3125,23:57:18
3,1120,2.5356,0.2188,23:01:14
3,1130,2.4339,0.3438,00:05:53
3,1140,2.0234,0.3125,00:16:32
3,1150,2.6751,0.3125,23:49:30
3,1160,2.2890,0.3438,22:26:22
3,1170,2.5393,0.2500,22:34:06
3,1180,2.6020,0.2812,23:22:44
3,1190,2.6989,0.3125,23:41:10
3,1200,3.1684,0.1562,00:07:07
3,1210,2.4970,0.2188,00:02:01
3,1220,2.9892,0.2500,22:54:13
3,1230,3.1217,0.1875,23:01:22
3,1240,2.6648,0.2812,00:00:40
3,1250,2.4276,0.3125,23:56:51
3,1260,2.4795,0.1562,22:09:48
3,1270,2.3883,0.3438,22:45:39
3,1280,2.5936,0.3125,02:03:48
3,1290,3.0460,0.1562,00:21:50
3,1300,2.5297,0.2500,00:35:15
3,1310,2.5538,0.2500,22:06:21
3,1320,3.2508,0.1875,22:48:40
3,1330,2.9111,0.2188,23:16:36
3,1340,2.8354,0.2812,23:45:50
3,1350,2.3691,0.2812,22:39:34
3,1360,2.6239,0.4688,21:56:51
3,1370,3.2796,0.1875,22:35:18
3,1380,2.4938,0.1562,23:15:55
3,1390,2.8369,0.3125,00:03:06
3,1400,2.7115,0.3438,22:53:21
3,1410,3.3558,0.1875,21:40:45
3,1420,2.7643,0.2812,22:05:03
3,1430,2.9080,0.2188,22:44:44
3,1440,2.7212,0.2812,23:40:14
3,1450,2.7243,0.2188,23:56:19
3,1460,2.5638,0.3125,22:45:42
3,1470,2.5555,0.3125,21:25:47
3,1480,3.2816,0.1250,22:17:04
3,1490,2.7073,0.1875,23:16:12
3,1500,2.6220,0.2500,23:44:42
3,1510,2.6358,0.1562,23:49:36
3,1520,2.6641,0.2812,22:38:45
3,1530,2.9440,0.1875,22:26:15
3,1540,2.9861,0.1562,23:08:51
3,1550,2.7843,0.4062,23:32:07
3,1560,2.7853,0.1562,22:15:29
3,1570,2.6936,0.2812,22:21:17
3,1580,2.1710,0.3438,22:58:23
3,1590,2.5609,0.2812,23:44:08
3,1600,2.4004,0.2812,22:13:23
3,1610,2.2935,0.5312,22:30:41
3,1620,2.0679,0.5625,23:03:37
3,1630,2.7467,0.3125,23:42:40
3,1640,3.0835,0.2812,22:51:05
3,1650,3.7347,0.1562,21:12:49
3,1660,2.9788,0.2188,21:41:20
3,1670,2.6995,0.3125,22:04:01
3,1680,2.6514,0.3125,22:41:11
3,1690,2.7088,0.2812,23:32:28
3,1700,2.7890,0.2500,23:23:57
3,1710,2.4800,0.2188,23:03:44
3,1720,2.8889,0.3750,21:35:19
3,1730,2.9126,0.0938,21:12:08
3,1740,2.3109,0.3125,21:46:25
3,1750,2.5302,0.2812,23:11:01
3,1760,3.3267,0.4375,23:08:52
3,1770,3.3825,0.2188,23:27:57
3,1780,2.6375,0.3750,23:01:18
3,1790,2.8195,0.2812,22:12:29
3,1800,3.5218,0.0938,22:38:04
3,1810,2.7691,0.2500,23:03:19
3,1820,2.7998,0.1875,23:34:28
3,1830,2.8182,0.2812,22:14:56
3,1840,3.1920,0.1875,21:32:09
3,1850,2.8479,0.1562,22:17:02
3,1860,3.0646,0.1875,23:01:51
3,1870,2.7881,0.1875,23:25:29
3,1880,2.8710,0.0938,22:38:11
3,1890,2.7675,0.1562,21:44:13
3,1900,3.0101,0.1250,21:54:23
3,1910,3.1099,0.2812,22:40:57
3,1920,3.2616,0.1562,23:19:29
3,1930,3.0346,0.2812,23:16:03
